Ia,Ib,Ic,Va,Vb,Vc,fault_type,location,A,B,C,G
0.622818228112623,0.565780796081347,0.597020798965448,0.33936941611906,0.360321013925947,0.360265434423172,LLL,near_load,1,1,1,0
0.418432379890705,0.159049633114607,0.225723227586531,0.532650182786951,1.08622918515758,1.14327542575036,LG,near_load,1,0,0,1
0.190510080624987,0.19051040786248,0.190518336153124,1.13078982596162,1.13040165455949,1.13050987028462,NOFAULT,mid_line,0,0,0,0
1.04003978568924,0.805801028795709,0.730587450049876,0.303334965937382,1.0649721312443,1.23759967620489,LLL,mid_line,1,1,1,0
0.190440122913625,0.190517534751522,0.190461039511341,1.13167780374921,1.13185713052734,1.13118785424105,NOFAULT,mid_line,0,0,0,0
0.190630988737305,0.190653211720145,0.190652448118419,1.1307503845488,1.13118953466573,1.13085426960801,NOFAULT,mid_line,0,0,0,0
0.614189819897501,0.604779736684372,0.586701040647407,0.308549704643562,0.308592665451222,0.308992837350122,LLL,near_load,1,1,1,0
0.190504930506953,0.190517823281527,0.190513367311976,1.13124890267243,1.13096137144414,1.13110552146158,NOFAULT,mid_line,0,0,0,0
0.45102089976681,0.190240815066444,0.603146125499047,0.69794243625537,1.13102417081532,0.584925818047968,LL,near_load,1,0,1,0
0.190359275896578,0.19045989434057,0.190237376163603,1.13027201404762,1.13075264069315,1.13086936486362,NOFAULT,near_source,0,0,0,0
